destination_group,public_group_code,public_relative_path,source_label,source_basename,annotation,claim_boundary,source_pdf,final_pdf_path,github_sha256,replacement_note
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/100_panel_pkg_12D_final_panel_package_Supplement_Fig_S1C_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Supplement_Fig_S1C__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S1/Supplement_Fig_S1C/package_index/Supplement_Fig_S1C__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/100__12D_final_panel_package__Supplement_Fig_S1C_PANEL_PACKAGE_INDEX.pdf,f947e17d62b5099aeafb18a9b3ae01c58ead9abd5c8b95d7f32c37c3ae4bc4b3,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/101_panel_pkg_12D_final_panel_package_Supplement_Fig_S1C_SOURCE_COPY.pdf,12D_final_panel_package,Supplement_Fig_S1C__SOURCE_COPY.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S1/Supplement_Fig_S1C/source_pdf_copy/Supplement_Fig_S1C__SOURCE_COPY.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/101__12D_final_panel_package__Supplement_Fig_S1C_SOURCE_COPY.pdf,fa561da01b03da25f2b6e46bc0731c2ddc38f39ab38fdc8ccc2e8b3664181842,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/102_panel_pkg_12D_final_panel_package_Supplement_Fig_S1C_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Supplement_Fig_S1C__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S1/Supplement_Fig_S1C/table_rendered_panel/Supplement_Fig_S1C__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/102__12D_final_panel_package__Supplement_Fig_S1C_TABLE_RENDERED_PANEL.pdf,60a830227c3f3eaedf6c7b5846ee79746a35ee00db3ef161216e4b02d879e644,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/103_panel_pkg_12D_final_panel_package_Supplement_Fig_S1_FIGURE_PACKAGE_INDEX.pdf,12D_final_panel_package,Supplement_Fig_S1__FIGURE_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S1/Supplement_Fig_S1__FIGURE_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/103__12D_final_panel_package__Supplement_Fig_S1_FIGURE_PACKAGE_INDEX.pdf,baaa7908303e0627a65df456e75b8a4917613afd57396abbe675131497849d6b,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/104_panel_pkg_12D_final_panel_package_Supplement_Fig_S2A_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Supplement_Fig_S2A__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S2/Supplement_Fig_S2A/package_index/Supplement_Fig_S2A__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/104__12D_final_panel_package__Supplement_Fig_S2A_PANEL_PACKAGE_INDEX.pdf,8fc8687aa773cfea4fc104d71d9fdf9c2a0af5bfa7e95d240f5a0dc2d2367852,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/105_panel_pkg_12D_final_panel_package_Supplement_Fig_S2A_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Supplement_Fig_S2A__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S2/Supplement_Fig_S2A/table_rendered_panel/Supplement_Fig_S2A__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/105__12D_final_panel_package__Supplement_Fig_S2A_TABLE_RENDERED_PANEL.pdf,16d84fa31f45de8749aeeade0346d6d8ed6825cb8c5d4aa1355fbcaedb103e51,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/106_panel_pkg_12D_final_panel_package_Supplement_Fig_S2B_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Supplement_Fig_S2B__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S2/Supplement_Fig_S2B/package_index/Supplement_Fig_S2B__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/106__12D_final_panel_package__Supplement_Fig_S2B_PANEL_PACKAGE_INDEX.pdf,05d5c4feec0efb1686aeef2e4d3d09b1e2e0b81e29de3c0a9c25820674a24fb0,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/107_panel_pkg_12D_final_panel_package_Supplement_Fig_S2B_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Supplement_Fig_S2B__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S2/Supplement_Fig_S2B/table_rendered_panel/Supplement_Fig_S2B__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/107__12D_final_panel_package__Supplement_Fig_S2B_TABLE_RENDERED_PANEL.pdf,7083b757c21c3747d0dc927f1aeb0d7f3d41320f1c5d3d8612e8914213fb08e9,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/108_panel_pkg_12D_final_panel_package_Supplement_Fig_S2C_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Supplement_Fig_S2C__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S2/Supplement_Fig_S2C/package_index/Supplement_Fig_S2C__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/108__12D_final_panel_package__Supplement_Fig_S2C_PANEL_PACKAGE_INDEX.pdf,4cbf15bc7e03225c054d36f7938c6a7c97e72397fa7a9076cbcb5e3a0eba65f0,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/109_panel_pkg_12D_final_panel_package_Supplement_Fig_S2C_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Supplement_Fig_S2C__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S2/Supplement_Fig_S2C/table_rendered_panel/Supplement_Fig_S2C__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/109__12D_final_panel_package__Supplement_Fig_S2C_TABLE_RENDERED_PANEL.pdf,af28cdc60d97644189e7401cc72462922603c378af7a4931e5fb29b291e11e0a,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/110_panel_pkg_12D_final_panel_package_Supplement_Fig_S2_FIGURE_PACKAGE_INDEX.pdf,12D_final_panel_package,Supplement_Fig_S2__FIGURE_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S2/Supplement_Fig_S2__FIGURE_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/110__12D_final_panel_package__Supplement_Fig_S2_FIGURE_PACKAGE_INDEX.pdf,8fc4d304946368d313fbe2bce14aa76cbb8f18d4a72ce022dc9584fcf44355ef,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/111_panel_pkg_12D_final_panel_package_Supplement_Fig_S3A_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Supplement_Fig_S3A__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S3/Supplement_Fig_S3A/package_index/Supplement_Fig_S3A__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/111__12D_final_panel_package__Supplement_Fig_S3A_PANEL_PACKAGE_INDEX.pdf,c52aa7d020d097c930841a16acc8a47a5b004eaee661c2fd05e423db37e7acf0,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/112_panel_pkg_12D_final_panel_package_Supplement_Fig_S3A_SOURCE_COPY.pdf,12D_final_panel_package,Supplement_Fig_S3A__SOURCE_COPY.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S3/Supplement_Fig_S3A/source_pdf_copy/Supplement_Fig_S3A__SOURCE_COPY.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/112__12D_final_panel_package__Supplement_Fig_S3A_SOURCE_COPY.pdf,9f50979e48f9d714b7b1e113da056a48372038cb3b0696d5f6e718933d21b7b8,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/113_panel_pkg_12D_final_panel_package_Supplement_Fig_S3A_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Supplement_Fig_S3A__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S3/Supplement_Fig_S3A/table_rendered_panel/Supplement_Fig_S3A__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/113__12D_final_panel_package__Supplement_Fig_S3A_TABLE_RENDERED_PANEL.pdf,8d5e299fe9ef5acfc3b7d595ce8cf6452abae24c8c44b87585c793842bbbedbb,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/114_panel_pkg_12D_final_panel_package_Supplement_Fig_S3B_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Supplement_Fig_S3B__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S3/Supplement_Fig_S3B/package_index/Supplement_Fig_S3B__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/114__12D_final_panel_package__Supplement_Fig_S3B_PANEL_PACKAGE_INDEX.pdf,5cfe8b57ce733a289ccd68608f2939d633df26480af8f688f73ec0be93953f8a,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/115_panel_pkg_12D_final_panel_package_Supplement_Fig_S3B_SOURCE_COPY.pdf,12D_final_panel_package,Supplement_Fig_S3B__SOURCE_COPY.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S3/Supplement_Fig_S3B/source_pdf_copy/Supplement_Fig_S3B__SOURCE_COPY.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/115__12D_final_panel_package__Supplement_Fig_S3B_SOURCE_COPY.pdf,6166c52412ceab61ca1ead25430938451a5a28acf572f9f9b72e5b37d9b194a8,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/116_panel_pkg_12D_final_panel_package_Supplement_Fig_S3B_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Supplement_Fig_S3B__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S3/Supplement_Fig_S3B/table_rendered_panel/Supplement_Fig_S3B__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/116__12D_final_panel_package__Supplement_Fig_S3B_TABLE_RENDERED_PANEL.pdf,adc21b30dfc6b43fbbce61224adde1f6c7fa0ae23805b8bb7a76b5291adac2fa,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/117_panel_pkg_12D_final_panel_package_Supplement_Fig_S3C_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Supplement_Fig_S3C__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S3/Supplement_Fig_S3C/package_index/Supplement_Fig_S3C__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/117__12D_final_panel_package__Supplement_Fig_S3C_PANEL_PACKAGE_INDEX.pdf,b43df4ae93aebf7c70469cd1bb40632a6e9d9e0715d5ef4c6335f90847d48f4f,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/118_panel_pkg_12D_final_panel_package_Supplement_Fig_S3C_SOURCE_COPY.pdf,12D_final_panel_package,Supplement_Fig_S3C__SOURCE_COPY.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S3/Supplement_Fig_S3C/source_pdf_copy/Supplement_Fig_S3C__SOURCE_COPY.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/118__12D_final_panel_package__Supplement_Fig_S3C_SOURCE_COPY.pdf,992f39450228e681f8fecb49fedb31874ec1ef962f1fef31bcd66b2e4b3fa772,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/119_panel_pkg_12D_final_panel_package_Supplement_Fig_S3C_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Supplement_Fig_S3C__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S3/Supplement_Fig_S3C/table_rendered_panel/Supplement_Fig_S3C__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/119__12D_final_panel_package__Supplement_Fig_S3C_TABLE_RENDERED_PANEL.pdf,1d7b300e0a93836e8ba09c85da4add0c850b967b79fdffed0815b6d254061bb8,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/120_panel_pkg_12D_final_panel_package_Supplement_Fig_S3_FIGURE_PACKAGE_INDEX.pdf,12D_final_panel_package,Supplement_Fig_S3__FIGURE_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S3/Supplement_Fig_S3__FIGURE_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/120__12D_final_panel_package__Supplement_Fig_S3_FIGURE_PACKAGE_INDEX.pdf,7d6013685cb8eebb467ea42c769ee9a5e2480fe5572138f658bc61d33d2461c6,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/121_panel_pkg_12D_final_panel_package_Supplement_Fig_S4A_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Supplement_Fig_S4A__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S4/Supplement_Fig_S4A/package_index/Supplement_Fig_S4A__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/121__12D_final_panel_package__Supplement_Fig_S4A_PANEL_PACKAGE_INDEX.pdf,ceef1201e19682cf79109b50de96eba0306ad235626eaf1190012530cd68b754,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/122_panel_pkg_12D_final_panel_package_Supplement_Fig_S4A_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Supplement_Fig_S4A__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S4/Supplement_Fig_S4A/table_rendered_panel/Supplement_Fig_S4A__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/122__12D_final_panel_package__Supplement_Fig_S4A_TABLE_RENDERED_PANEL.pdf,4a69cd3fb34eac6644659ea9dd75fad8c1957210940c40b2fc4d1fbfcc1c36a0,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/123_panel_pkg_12D_final_panel_package_Supplement_Fig_S4B_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Supplement_Fig_S4B__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S4/Supplement_Fig_S4B/package_index/Supplement_Fig_S4B__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/123__12D_final_panel_package__Supplement_Fig_S4B_PANEL_PACKAGE_INDEX.pdf,ea27ea37e703660fdbce9cbd2ca4be85a086222cc51325dfde3ada15eb2b7d58,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/124_panel_pkg_12D_final_panel_package_Supplement_Fig_S4B_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Supplement_Fig_S4B__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S4/Supplement_Fig_S4B/table_rendered_panel/Supplement_Fig_S4B__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/124__12D_final_panel_package__Supplement_Fig_S4B_TABLE_RENDERED_PANEL.pdf,0e04eb9128afbd6896e21e722e69d9be1318791fd3aca596fca0add36c65fb4e,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/125_panel_pkg_12D_final_panel_package_Supplement_Fig_S4C_PANEL_PACKAGE_INDEX.pdf,12D_final_panel_package,Supplement_Fig_S4C__PANEL_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S4/Supplement_Fig_S4C/package_index/Supplement_Fig_S4C__PANEL_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/125__12D_final_panel_package__Supplement_Fig_S4C_PANEL_PACKAGE_INDEX.pdf,5a930cdb7ce0a5ee6f41cb567b2c8136c2c2bfca9c280f10ecfded79dfd28b4f,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/126_panel_pkg_12D_final_panel_package_Supplement_Fig_S4C_TABLE_RENDERED_PANEL.pdf,12D_final_panel_package,Supplement_Fig_S4C__TABLE_RENDERED_PANEL.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S4/Supplement_Fig_S4C/table_rendered_panel/Supplement_Fig_S4C__TABLE_RENDERED_PANEL.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/126__12D_final_panel_package__Supplement_Fig_S4C_TABLE_RENDERED_PANEL.pdf,737d8fc14cfe8890dd5b61f6a334085f6bf257cb65f27194fd7858dffbf8465f,""
03_publication_panel_package,panel_pkg,figures/12O_final_integrated_package/03_publication_panel_package/127_panel_pkg_12D_final_panel_package_Supplement_Fig_S4_FIGURE_PACKAGE_INDEX.pdf,12D_final_panel_package,Supplement_Fig_S4__FIGURE_PACKAGE_INDEX.pdf,"Publication panel/package figure retained for manuscript assembly and visual review. This is figure-organisation support, not a new biological analysis.",Not clinical-use prediction. Not validated biomarker discovery. Not patient outcome prediction. Not therapeutic-response prediction.,D:/PD_Graft_Project/04_figures/12D_final_panel_package_generation_FINAL_COMPLETE_STANDALONE_panel_packages/Supplement_Fig_S4/Supplement_Fig_S4__FIGURE_PACKAGE_INDEX.pdf,D:/PD_Graft_Project/09_manuscript/12O_final_integrated_figure_package_V2/figures/03_publication_panel_package/127__12D_final_panel_package__Supplement_Fig_S4_FIGURE_PACKAGE_INDEX.pdf,3c34e74299572056c18e2c615f481950b305b8f797365a608ff529eccb904044,""
